Symbol,Series,Security Name,Band,Remarks
CROMPGREAV,EQ,Crompton Greaves Limited,No Band,Derivative Product/CNX Infrastructure Index
CUMMINSIND,EQ,Cummins India Limited,No Band,Derivative Product/Nifty Midcap 50
DABUR,EQ,Dabur India Limited,No Band,Derivative Product
DCB,EQ,Development Credit Bank Limited,No Band,Derivative product
DELTACORP,EQ,Delta Corp Limited,No Band,Derivative product
DENABANK,EQ,Dena Bank,No Band,Derivative Product
DISHTV,EQ,Dish TV India Limited,No Band,Derivative Product
DIVISLAB,EQ,Divi\'s Laboratories Limited,No Band,Derivative Product/Nifty Midcap 50
DLF,EQ,DLF Limited,No Band,Derivative Product/Nifty
DRREDDY,EQ,Dr. Reddy\'s Laboratories Limited,No Band,Derivative Product/Nifty
EDUCOMP,EQ,Educomp Solutions Limited,No Band,Derivative Product/ CNX - IT/Nifty Midcap 50
ESCORTS,EQ,Escorts Limited,No Band,Derivative product
ESSAROIL,EQ,Essar Oil Limited,No Band,Derivative Product
EXIDEIND,EQ,Exide Industries Limited,No Band,Derivative Product
FEDERALBNK,EQ,The Federal Bank Limited,No Band,Derivative Product
FINANTECH,EQ,Financial Technologies (India) Limited,No Band,Derivative Product/CNX - IT
FORTIS,EQ,Fortis Healthcare (India) Limited,No Band,Derivative Product
GAIL,EQ,GAIL (India) Limited,No Band,Derivative Product/Nifty/CNX PSE Index
GESHIP,EQ,The Great Eastern Shipping Company Limited,No Band,Derivative Product/Nifty Midcap 50/CNX Infrastructure
GLAXO,EQ,GlaxoSmithKline Pharmaceuticals Limited,No Band,Derivative Product
GMDCLTD,EQ,Gujarat Mineral Development Corporation Limited,No Band,Derivative Product
GMRINFRA,EQ,GMR Infrastructure Limited,No Band,Derivative Product/CNX Infrastructure Index
GODREJIND,EQ,Godrej Industries Limited,No Band,Derivative Product
GRASIM,EQ,Grasim Industries Limited,No Band,Derivative Product/Nifty
GSPL,EQ,Gujarat State Petronet Limited,No Band,Derivative Product
GUJFLUORO,EQ,Gujarat Fluorochemicals Limited,No Band,Derivative product
GVKPIL,EQ,GVK Power & Infrastructure Limited,No Band,Derivative Product/Midcap 50
HAVELLS,EQ,Havells India Limited,No Band,Derivative product
HCC,EQ,Hindustan Construction Company Limited,No Band,Derivative Product
HCL-INSYS,EQ,HCL Infosystems Limited,No Band,CNX - IT
HCLTECH,EQ,HCL Technologies Limited,No Band,Derivative Product/Nifty/CNX - IT
HDFC,EQ,Housing Development Finance Corporation Limited,No Band,Derivative Product/Nifty
HDFCBANK,EQ,HDFC Bank Limited,No Band,Derivative Product/Nifty/Bank Nifty
HDIL,EQ,Housing Development and Infrastructure Limited,No Band,Derivative Product/Nifty Midcap 50
HEROMOTOCO,EQ,Hero MotoCorp Limited,No Band,Derivative Product/Nifty
HEXAWARE,EQ,Hexaware Technologies Limited,No Band,Derivative Product/CNX - IT
HINDALCO,EQ,Hindalco Industries Limited,No Band,Derivative Product/Nifty
HINDOILEXP,EQ,Hindustan Oil Exploration Company Limited,No Band,Derivative product
HINDPETRO,EQ,Hindustan Petroleum Corporation Limited,No Band,Derivative Product/CNX PSE Index
HINDUNILVR,EQ,Hindustan Unilever Limited,No Band,Derivative Product/Nifty
HINDZINC,EQ,Hindustan Zinc Limited,No Band,Derivative Product
IBREALEST,EQ,Indiabulls Real Estate Limited,No Band,Derivative Product
ICICIBANK,EQ,ICICI Bank Limited,No Band,Derivative Product/Nifty/Bank Nifty
IDBI,EQ,IDBI Bank Limited,No Band,Derivative Product/Nifty Midcap 50
IDEA,EQ,Idea Cellular Limited,No Band,Derivative Product/CNX Infrastructure Index
IDFC,EQ,Infrastructure Development Finance Company Limited,No Band,Derivative Product/Nifty
IFCI,EQ,IFCI Limited,No Band,Derivative Product
IGL,EQ,Indraprastha Gas Limited,No Band,Derivative product
INDHOTEL,EQ,The Indian Hotels Company Limited,No Band,Derivative Product/Midcap 50
INDIACEM,EQ,The India Cements Limited,No Band,Derivative Product/Nifty Midcap 50
INDIAINFO,EQ,India Infoline Limited,No Band,Derivative Product
INDIANB,EQ,Indian Bank,No Band,Derivative Product/Nifty Midcap 50
INDUSINDBK,EQ,IndusInd Bank Limited,No Band,Derivative product/Bank Nifty
INFY,EQ,Infosys Limited,No Band,Derivative Product/Nifty/CNX - IT
IOB,EQ,Indian Overseas Bank,No Band,Derivative Product
IOC,EQ,Indian Oil Corporation Limited,No Band,Derivative Product/CNX PSE Index
IRB,EQ,IRB Infrastructure Developers Limited,No Band,Derivative product
ITC,EQ,ITC Limited,No Band,Derivative Product/Nifty
IVRCLINFRA,EQ,IVRCL Limited,No Band,Derivative Product
JETAIRWAYS,EQ,Jet Airways (India) Limited,No Band,Derivative product
JINDALSAW,EQ,Jindal Saw Limited,No Band,Derivative Product
JINDALSTEL,EQ,Jindal Steel & Power Limited,No Band,Derivative Product /Nifty
JISLJALEQS,EQ,Jain Irrigation Systems Limited,No Band,Derivative Product/Nifty Midcap 50
JPASSOCIAT,EQ,Jaiprakash Associates Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index
JPPOWER,EQ,Jaiprakash Power Ventures Limited,No Band,Derivative Product
JSWENERGY,EQ,JSW Energy Limited,No Band,Derivative Product
JSWISPAT,EQ,JSW ISPAT Steel Limited,No Band,Derivative Product
JSWSTEEL,EQ,JSW Steel Limited,No Band,Derivative Product/Nifty Midcap 50
JUBLFOOD,EQ,Jubilant Foodworks Limited,No Band,Derivative Product
KOTAKBANK,EQ,Kotak Mahindra Bank Limited,No Band,Derivative Product/Bank Nifty/Nifty
KTKBANK,EQ,The Karnataka Bank Limited,No Band,Derivative product
LICHSGFIN,EQ,LIC Housing Finance Limited,No Band,Derivative Product
LITL,EQ,Lanco Infratech Limited,No Band,Derivative Product/Nifty Midcap 50/CNX Infrastructure Index
LT,EQ,Larsen & Toubro Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index
LUPIN,EQ,Lupin Limited,No Band,Derivative Product
M&M,EQ,Mahindra & Mahindra Limited,No Band,Derivative Product/Nifty
MARUTI,EQ,Maruti Suzuki India Limited,No Band,Derivative Product/Nifty
MAX,EQ,Max India Limited,No Band,Derivative product
MCDOWELL-N,EQ,United Spirits Limited,No Band,Derivative Product
MCLEODRUSS,EQ,Mcleod Russel India Limited,No Band,Derivative Product
MINDTREE,EQ,MindTree Limited,No Band,CNX - IT
MPHASIS,EQ,MphasiS Limited,No Band,Derivative Product/CNX - IT/Nifty Midcap 50
MRF,EQ,MRF Limited,No Band,Derivative product
MRPL,EQ,Mangalore Refinery and Petrochemicals Limited,No Band,Derivative Product
MTNL,EQ,Mahanagar Telephone Nigam Limited,No Band,Derivative Product
NAGAROIL,EQ,Nagarjuna Oil Refinery Limited,No Band,Derivative Product
NAUKRI,EQ,Info Edge (India) Limited,No Band,CNX IT
NCC,EQ,NCC Limited,No Band,Derivative Product/Nifty Midcap 50
NHPC,EQ,NHPC Limited,No Band,Derivative product/CNX Infrastructure Index/CNX PSE Index/Nifty MIDCAP 50
NMDC,EQ,NMDC Limited,No Band,Derivative Product/CNX PSE Index
NTPC,EQ,NTPC Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index/CNX PSE Index
OFSS,EQ,Oracle Financial Services Software Limited,No Band,Derivative Product/CNX - IT/Nifty Midcap 50
OIL,EQ,Oil India Limited,No Band,Derivative product/CNX PSE Index/Nifty MIDCAP 50
ONGC,EQ,Oil & Natural Gas Corporation Limited,No Band,Derivative Product/Nifty/CNX PSE Index
ONMOBILE,EQ,OnMobile Global Limited,No Band,Derivative product/CNX-IT
OPTOCIRCUI,EQ,Opto Circuits (India) Limited,No Band,Derivative Product/Nifty MIDCAP 50
ORCHIDCHEM,EQ,Orchid Chemicals & Pharmaceuticals Limited,No Band,Derivative Product
ORIENTBANK,EQ,Oriental Bank of Commerce,No Band,Derivative Product/Nifty MIDCAP 50
PANTALOONR,EQ,Pantaloon Retail (India) Limited,No Band,Derivative Product
PATELENG,EQ,Patel Engineering Limited,No Band,Derivative Product
PATNI,EQ,Patni Computer Systems Limited,No Band,Derivative Product/CNX - IT
PETRONET,EQ,Petronet LNG Limited,No Band,Derivative Product/Nifty Midcap 50
PFC,EQ,Power Finance Corporation Limited,No Band,Derivative Product/CNX PSE Index
PIRHEALTH,EQ,Piramal Healthcare Limited,No Band,Derivative Product/Nifty Midcap 50
PNB,EQ,Punjab National Bank,No Band,Derivative Product/Nifty/Bank Nifty
POLARIS,EQ,Polaris Financial Technology Limited,No Band,Derivative Product/CNX - IT
POWERGRID,EQ,Power Grid Corporation of India Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index/CNX PSE Index
PRAJIND,EQ,Praj Industries Limited,No Band,Derivative Product
PTC,EQ,PTC India Limited,No Band,Derivative Product
PUNJLLOYD,EQ,Punj Lloyd Limited,No Band,Derivative Product/Nifty Midcap 50/CNX Infrastructure Index
RANBAXY,EQ,Ranbaxy Laboratories Limited,No Band,Derivative Product/Nifty
RAYMOND,EQ,Raymond Limited,No Band,Derivative Product
RCOM,EQ,Reliance Communications Limited,No Band,Derivative Product/CNX Infrastructure Index
RECLTD,EQ,Rural Electrification Corporation Limited,No Band,Derivative Product/CNX PSE Index
RELCAPITAL,EQ,Reliance Capital Limited,No Band,Derivative Product/Nifty MIDCAP 50
RELIANCE,EQ,Reliance Industries Limited,No Band,Derivative Product/Nifty
RELINFRA,EQ,Reliance Infrastructure Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index
RENUKA,EQ,Shree Renuka Sugars Limited,No Band,Derivative Product
ROLTA,EQ,Rolta India Limited,No Band,Derivative Product/CNX - IT
RPOWER,EQ,Reliance Power Limited,No Band,Derivative Product/CNX Infrastructure Index/Nifty MIDCAP 50
RUCHISOYA,EQ,Ruchi Soya Industries Limited,No Band,Derivative Product
SAIL,EQ,Steel Authority of India Limited,No Band,Derivative Product/Nifty/CNX PSE Index
SBIN,EQ,State Bank of India,No Band,Derivative Product/Nifty/Bank Nifty
SCI,EQ,Shipping Corporation Of India Limited,No Band,Derivative Product/Nifty Midcap 50/CNX Infrastructure Index/CNX PSE Index
SESAGOA,EQ,Sesa Goa Limited,No Band,Derivative Product/Nifty
SIEMENS,EQ,Siemens Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index
SINTEX,EQ,Sintex Industries Limited,No Band,Derivative Product/Nifty Midcap 50
SKUMARSYNF,EQ,S. Kumars Nationwide Limited,No Band,Derivative product
SOBHA,EQ,Sobha Developers Limited,No Band,Derivative Product
SOUTHBANK,EQ,The South Indian Bank Limited,No Band,Derivative Product
SREINFRA,EQ,SREI Infrastructure Finance Limited,No Band,Derivative product
SRTRANSFIN,EQ,Shriram Transport Finance Company Limited,No Band,Derivative Product
STER,EQ,Sterlite Industries ( India ) Limited,No Band,Derivative Product/Nifty
STRTECH,EQ,Sterlite Technologies Limited,No Band,Derivative product
SUNPHARMA,EQ,Sun Pharmaceuticals Industries Limited,No Band,Derivative Product/Nifty
SUNTV,EQ,Sun TV Network Limited,No Band,Derivative Product
SUZLON,EQ,Suzlon Energy Limited,No Band,Derivative Product/CNX Infrastructure Index
SYNDIBANK,EQ,Syndicate Bank,No Band,Derivative Product/Nifty Midcap 50
TATACHEM,EQ,Tata Chemicals Limited,No Band,Derivative Product/Nifty Midcap 50
TATACOFFEE,EQ,Tata Coffee Limited,No Band,Derivative Product
TATACOMM,EQ,Tata Communications Limited,No Band,Derivative Product/CNX Infrastructure Index
TATAGLOBAL,EQ,Tata Global Beverages Limited,No Band,Derivative Product/Nifty Midcap 50
TATAMOTORS,EQ,Tata Motors Limited,No Band,Derivative Product/Nifty
TATAMTRDVR,EQ,Tata Motors Limited,No Band,Derivative product
TATAPOWER,EQ,Tata Power Company Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index
TATASTEEL,EQ,Tata Steel Limited,No Band,Derivative Product/Nifty
TCS,EQ,Tata Consultancy Services Limited,No Band,Derivative Product/Nifty/CNX - IT
TECHM,EQ,Tech Mahindra Limited,No Band,Derivative Product/CNX - IT/Nifty Midcap 50
TITAN,EQ,Titan Industries Limited,No Band,Derivative Product
TTKPRESTIG,EQ,TTK Prestige Limited,No Band,Derivative Product
TTML,EQ,Tata Teleservices (Maharashtra) Limited,No Band,Derivative Product
TULIP,EQ,Tulip Telecom Limited,No Band,CNX - IT
TVSMOTOR,EQ,TVS Motor Company Limited,No Band,Derivative product
UCOBANK,EQ,UCO Bank,No Band,Derivative Product
ULTRACEMCO,EQ,UltraTech Cement Limited,No Band,Derivative Product
UNIONBANK,EQ,Union Bank of India,No Band,Derivative Product/Bank Nifty/Nifty MIDCAP 50
UNIPHOS,EQ,United Phosphorus Limited,No Band,Derivative Product/Nifty Midcap 50
UNITECH,EQ,Unitech Limited,No Band,Derivative Product/Nifty Midcap 50
VIDEOIND,EQ,Videocon Industries Limited,No Band,Derivative Product
VIJAYABANK,EQ,Vijaya Bank,No Band,Derivative Product/Nifty Midcap 50
VIPIND,EQ,VIP Industries Limited,No Band,Derivative Product
VOLTAS,EQ,Voltas Limited,No Band,Derivative Product/Nifty Midcap 50/CNX Infrastructure Index
WELCORP,EQ,Welspun Corp Limited,No Band,Derivative Product/Midcap 50
WIPRO,EQ,Wipro Limited,No Band,Derivative Product/Nifty/CNX - IT
YESBANK,EQ,Yes Bank Limited,No Band,Derivative Product/Bank Nifty
ZEEL,EQ,Zee Entertainment Enterprises Limited,No Band,Derivative Product

